id,cruise,day,time,depth,prs,lat,lon,temp,sal,cs137_f,cs137_f_err,cs134_f,cs134_f_err,cs137_s,cs137_s_err,cs134_s,cs134_s_err,source
NP2,Umitaka Maru 13-05,17-May-13,0:50,25,24.55,37.416,141.099,9.6194,33.6625, 26.7 , 0.6 , 23.3 , 0.7 , 25.37 , 0.59 , 11.20 , 0.32 ,"Ken Buesseler, unpub."
NP2,Umitaka Maru 13-05,17-May-13,1:10,bottom water,30,37.416,141.100,,, 58.1 , 1.3 , 55.1 , 1.4 , 55.20 , 1.20 , 26.39 , 0.65 ,"Ken Buesseler, unpub."
transect,Umitaka Maru 13-05,17-May-13,12:50,surf,1,37.219,141.099,12.13,33.223, 47.3 , 1.0 , 43.3 , 1.0 , 44.90 , 0.98 , 20.55 , 0.49 ,"Ken Buesseler, unpub."
transect,Umitaka Maru 13-05,17-May-13,14:40,surf,1,37.110,141.067,12.03,33.197, 18.9 , 0.5 , 16.3 , 0.5 , 17.92 , 0.45 , 7.71 , 0.25 ,"Ken Buesseler, unpub."
transect,Umitaka Maru 13-05,17-May-13,15:10,surf,1,37.000,141.037,11.70,, 13.6 , 0.4 , 11.6 , 0.4 , 12.90 , 0.34 , 5.50 , 0.20 ,"Ken Buesseler, unpub."
transect,Umitaka Maru 13-05,17-May-13,16:10,surf,1,36.916,140.956,12.34,33.261, 24.8 , 0.6 , 22.2 , 0.6 , 23.55 , 0.53 , 10.50 , 0.28 ,"Ken Buesseler, unpub."
A,Umitaka Maru 13-05,19-May-13,10:20,surf,1,36.917,141.002,12.40,33.201, 14.2 , 0.4 , 12.1 , 0.4 , 13.46 , 0.35 , 5.48 , 0.20 ,"Ken Buesseler, unpub."
A,Umitaka Maru 13-05,19-May-13,1:20,surf,1,36.914,141.000,11.94,33.232, 16.8 , 0.4 , 14.2 , 0.4 , 15.97 , 0.39 , 6.61 , 0.21 ,"Ken Buesseler, unpub."
A ,Umitaka Maru 13-05,19-May-13,1:15,4,4.23,36.914,141.001,11.0712,33.36985, 10.0 , 0.3 , 8.5 , 0.4 , 9.51 , 0.27 , 3.96 , 0.17 ,"Ken Buesseler, unpub."
A ,Umitaka Maru 13-05,19-May-13,1:15,20,19.83,36.914,141.001,9.71015,33.632, 3.2 , 0.1 , 1.3 , 0.2 , 3.06 , 0.13 , 0.60 , 0.09 ,"Ken Buesseler, unpub."
A ,Umitaka Maru 13-05,19-May-13,1:15,40,39.95,36.914,141.001,8.0742,33.5761, 6.2 , 0.2 , 3.5 , 0.3 , 5.84 , 0.19 , 1.63 , 0.13 ,"Ken Buesseler, unpub."
A ,Umitaka Maru 13-05,19-May-13,1:15,60,59.815,36.914,141.001,7.29065,33.5899, 6.0 , 0.2 , 5.1 , 0.3 , 5.71 , 0.20 , 2.39 , 0.15 ,"Ken Buesseler, unpub."
B,Umitaka Maru 13-05,19-May-13,5:10,surf,1,36.917,141.089,12.65,33.308, 12.6 , 0.4 , 10.7 , 0.4 , 11.97 , 0.33 , 4.98 , 0.20 ,"Ken Buesseler, unpub."
B ,Umitaka Maru 13-05,19-May-13,5:30,5,4.98,36.917,141.089,12.3145,33.38765, 14.5 , 0.4 , 11.6 , 0.5 , 13.69 , 0.36 , 5.21 , 0.21 ,"Ken Buesseler, unpub."
B ,Umitaka Maru 13-05,19-May-13,5:30,25,24.95,36.917,141.089,9.54875,33.54355, 3.0 , 0.2 , 2.5 , 0.3 , 2.88 , 0.15 , 1.11 , 0.13 ,"Ken Buesseler, unpub."
B ,Umitaka Maru 13-05,19-May-13,5:30,50,50.48,36.917,141.089,7.99145,33.6506, 2.2 , 0.1 , 0.5 , 0.2 , 2.04 , 0.11 , 0.22 , 0.09 ,"Ken Buesseler, unpub."
B ,Umitaka Maru 13-05,19-May-13,5:30,75,75.27,36.917,141.089,7.2639,33.7222, 2.0 , 0.1 , bd ,, 1.94 , 0.12 , bd ,,"Ken Buesseler, unpub."
B ,Umitaka Maru 13-05,19-May-13,5:30,100,100.75,36.917,141.089,7.02215,33.73365, 2.3 , 0.1 , 0.7 , 0.2 , 2.17 , 0.13 , 0.35 , 0.10 ,"Ken Buesseler, unpub."
B ,Umitaka Maru 13-05,19-May-13,5:30,115,117.56,36.917,141.089,6.363,33.65925, 3.0 , 0.1 , 1.4 , 0.2 , 2.87 , 0.13 , 0.65 , 0.10 ,"Ken Buesseler, unpub."
C,Umitaka Maru 13-05,19-May-13,23:40,surf,1,36.916,141.344,11.48,33.477, 2.5 , 0.1 , 1.0 , 0.2 , 2.33 , 0.09 , 0.44 , 0.08 ,"Ken Buesseler, unpub."
C,Umitaka Maru 13-05,19-May-13,20:05,3,4.28,36.916,141.345,10.8797,33.5769, 2.3 , 0.1 , 0.8 , 0.1 , 2.17 , 0.11 , 0.35 , 0.05 ,"Ken Buesseler, unpub."
C,Umitaka Maru 13-05,19-May-13,20:05,10,10.35,36.916,141.345,10.83045,33.5541, 2.4 , 0.1 , 1.2 , 0.2 , 2.27 , 0.12 , 0.53 , 0.10 ,"Ken Buesseler, unpub."
C,Umitaka Maru 13-05,19-May-13,20:05,25,25.85,36.916,141.345,8.97685,33.65255, 2.2 , 0.1 , 1.0 , 0.2 , 2.05 , 0.12 , 0.47 , 0.10 ,"Ken Buesseler, unpub."
C,Umitaka Maru 13-05,19-May-13,20:05,50,51.19,36.916,141.345,8.2442,33.72285, 1.8 , 0.1 , bd , -   , 1.74 , 0.10 , bd ,,"Ken Buesseler, unpub."
C,Umitaka Maru 13-05,19-May-13,20:05,75,75.87,36.916,141.345,7.9075,33.7468, 1.6 , 0.1 , 0.3 , 0.1 , 1.49 , 0.06 , 0.15 , 0.07 ,"Ken Buesseler, unpub."
C,Umitaka Maru 13-05,19-May-13,20:05,105,106.82,36.916,141.345,7.66655,33.7961, 1.6 , 0.1 , bd ,, 1.53 , 0.06 , bd ,,"Ken Buesseler, unpub."
C,Umitaka Maru 13-05,19-May-13,20:05,150,151.92,36.916,141.345,7.2589,33.7597, 1.8 , 0.1 , bd ,, 1.73 , 0.10 , bd ,,"Ken Buesseler, unpub."
C,Umitaka Maru 13-05,19-May-13,20:05,195,196.92,36.916,141.345,7.2574,33.7678, 2.1 , 0.1 , 0.5 , 0.2 , 2.02 , 0.11 , 0.24 , 0.08 ,"Ken Buesseler, unpub."
R8,Umitaka Maru 13-05,19-May-13,20:02,surf,1,36.918,141.212,11.80,33.456, 3.0 , 0.1 , 1.3 , 0.2 , 2.89 , 0.13 , 0.61 , 0.09 ,"Ken Buesseler, unpub."
AN7,Umitaka Maru 13-05,20-May-13,21:00,surf,1,37.284,141.087,11.73,33.335, 39.5 , 0.9 , 38.8 , 1.0 , 37.48 , 0.83 , 17.74 , 0.44 ,"Ken Buesseler, unpub."
AN7,Umitaka Maru 13-05,20-May-13,8:45,surf,1,37.284,141.083,12.13,33.324, 42.5 , 0.9 , 38.3 ,0.9, 40.31 , 0.89 , 17.44 , 0.43 ,"Ken Buesseler, unpub."
AN7,Umitaka Maru 13-05,20-May-13,9:00,3,2.93,37.281,141.088,11.95075,33.37565, 52.2 , 1.1 , 49.1 , 1.1 , 49.48 , 1.02 , 22.51 , 0.49 ,"Ken Buesseler, unpub."
AN7,Umitaka Maru 13-05,20-May-13,9:00,8,7.49,37.281,141.088,11.885,33.37245, 42.8 , 1.0 , 40.8 , 1.0 , 40.55 , 0.91 , 18.74 , 0.48 ,"Ken Buesseler, unpub."
AN7,Umitaka Maru 13-05,20-May-13,9:00,16,15.72,37.281,141.088,8.69335,33.5165, 7.3 , 0.2 , 5.0 , 0.3 , 6.95 , 0.20 , 2.28 , 0.13 ,"Ken Buesseler, unpub."
AN7,Umitaka Maru 13-05,20-May-13,9:00,25,24.05,37.281,141.088,9.0056,33.6465, 14.4 , 0.4 , 13.7 , 0.5 , 13.69 , 0.35 , 6.29 , 0.21 ,"Ken Buesseler, unpub."
I02,Umitaka Maru 13-05,20-May-13,23:00,surf,1,37.234,141.230,12.23,33.257, 7.3 , 0.2 , 4.7 , 0.3 , 6.94 , 0.22 , 2.15 , 0.15 ,"Ken Buesseler, unpub."
I02,Umitaka Maru 13-05,20-May-13,23:20,15,15.12,37.234,141.230,9.6674,33.59055, 2.5 , 0.1 , 0.8 , 0.2 , 2.37 , 0.12 , 0.34 , 0.09 ,"Ken Buesseler, unpub."
I02,Umitaka Maru 13-05,20-May-13,23:20,50,49.58,37.234,141.230,8.1792,33.6696, 1.4 , 0.1 , bd , -   , 1.32 , 0.10 , bd ,,"Ken Buesseler, unpub."
I02,Umitaka Maru 13-05,20-May-13,23:20,85,84.95,37.234,141.230,7.2594,33.6658, 1.4 , 0.1 , bd , -   , 1.37 , 0.11 , bd ,,"Ken Buesseler, unpub."
I02,Umitaka Maru 13-05,20-May-13,23:20,115,114.65,37.234,141.230,6.69275,33.66405, 2.6 , 0.1 , 1.4 , 0.2 , 2.50 , 0.13 , 0.65 , 0.11 ,"Ken Buesseler, unpub."
R9,Umitaka Maru 13-05,20-May-13,5:45,surf,1,37.038,141.278,12.55,33.472, 6.4 , 0.2 , 5.1 ,0.3, 6.07 , 0.22 , 2.34 , 0.14 ,"Ken Buesseler, unpub."
R10,Umitaka Maru 13-05,20-May-13,7:00,surf,1,37.160,141.174,12.60,33.241, 25.8 , 0.6 , 22.5 ,0.7, 24.49 , 0.59 , 10.27 , 0.31 ,"Ken Buesseler, unpub."
F01,Umitaka Maru 13-05,21-May-13,15:30,surf,1,36.503,141.500,15.30,33.937, 2.7 , 0.2 , 1.1 ,0.2, 2.55 , 0.15 , 0.51 , 0.11 ,"Ken Buesseler, unpub."
F01,Umitaka Maru 13-05,21-May-13,22:30,5,5.185,36.503,141.495,12.06875,33.63635, 2.2 , 0.2 , 0.7 ,0.3, 2.06 , 0.16 , 0.30 , 0.12 ,"Ken Buesseler, unpub."
F01,Umitaka Maru 13-05,21-May-13,22:30,17,17.73,36.503,141.495,11.58985,33.7512, 2.6 , 0.1 , 0.3 ,0.2, 2.46 , 0.13 , 0.15 , 0.08 ,"Ken Buesseler, unpub."
F01,Umitaka Maru 13-05,21-May-13,22:30,100,99.7,36.503,141.495,6.90515,33.7463, 1.7 , 0.1 , 0.7 ,0.4, 1.65 , 0.14 , 0.33 , 0.17 ,"Ken Buesseler, unpub."
F01,Umitaka Maru 13-05,21-May-13,22:30,200,200.93,36.503,141.495,4.53205,33.5402, 2.0 , 0.1 , 0.8 ,0.2, 1.85 , 0.14 , 0.36 , 0.11 ,"Ken Buesseler, unpub."
F01,Umitaka Maru 13-05,21-May-13,22:30,300,293.69,36.503,141.495,6.1806,33.9155, 1.6 , 0.1 , 0.7 ,0.2, 1.49 , 0.11 , 0.32 , 0.10 ,"Ken Buesseler, unpub."
F01,Umitaka Maru 13-05,21-May-13,22:30,500,505.94,36.503,141.495,3.9749,33.97825, 0.9 , 0.1 , bd ,, 0.90 , 0.11 , bd ,,"Ken Buesseler, unpub."
F01,Umitaka Maru 13-05,21-May-13,22:30,800,808.04,36.503,141.495,3.49275,34.30725, 0.5 , 0.1 , bd ,, 0.43 , 0.07 , bd ,,"Ken Buesseler, unpub."
F01,Umitaka Maru 13-05,21-May-13,22:30,1250,1251.055,36.503,141.495,2.5762,34.46915, 0.3 , 0.1 , bd ,, 0.26 , 0.10 , bd ,,"Ken Buesseler, unpub."
N02,Umitaka Maru 13-05,21-May-13,9:10,surf,1,36.998,141.499,11.35,33.453, 2.1 , 0.1 , 1.0 , 0.2 , 2.01 , 0.12 , 0.45 , 0.10 ,"Ken Buesseler, unpub."
N02,Umitaka Maru 13-05,21-May-13,9:20,25,25.2,36.998,141.500,8.79985,33.64765, 1.9 , 0.1 , 0.8 , 0.2 , 1.76 , 0.12 , 0.38 , 0.10 ,"Ken Buesseler, unpub."
N02,Umitaka Maru 13-05,21-May-13,9:20,75,76.02,36.998,141.500,8.3502,33.7416, 2.0 , 0.1 , 0.6 , 0.4 , 1.91 , 0.11 , 0.25 , 0.16 ,"Ken Buesseler, unpub."
N02,Umitaka Maru 13-05,21-May-13,9:20,150,151.32,36.998,141.500,7.42805,33.76125, 1.9 , 0.1 , bd ,, 1.79 , 0.11 , bd ,,"Ken Buesseler, unpub."
N02,Umitaka Maru 13-05,21-May-13,9:20,250,253.155,36.998,141.500,6.698,33.737, 2.0 , 0.1 , 0.5 , 0.2 , 1.86 , 0.12 , 0.25 , 0.09 ,"Ken Buesseler, unpub."
N02,Umitaka Maru 13-05,21-May-13,9:20,295,303.32,36.998,141.500,4.59305,33.665, 1.7 , 0.1 , 0.5 , 0.1 , 1.61 , 0.10 , 0.21 , 0.06 ,"Ken Buesseler, unpub."
R11,Umitaka Maru 13-05,21-May-13,6:50,surf,1,37.159,141.289,12.40,33.284, 9.0 , 0.3 , 6.8 ,0.4, 8.56 , 0.30 , 3.05 , 0.18 ,"Ken Buesseler, unpub."
R12,Umitaka Maru 13-05,21-May-13,7:50,surf,1,37.080,141.409,12.26,33.418, 6.7 , 0.2 , 4.9 ,0.4, 6.35 , 0.23 , 2.21 , 0.16 ,"Ken Buesseler, unpub."
R13,Umitaka Maru 13-05,21-May-13,13:10,surf,1,36.751,141.506,13.30,33.551, 2.0 , 0.1 , bd ,, 1.89 , 0.13 , bd ,,"Ken Buesseler, unpub."
R14,Umitaka Maru 13-05,22-May-13,2:20,surf,1,36.500,141.252,14.03,33.777, 2.4 , 0.2 , 1.1 ,0.4, 2.24 , 0.15 , 0.51 , 0.19 ,"Ken Buesseler, unpub."
N03,Umitaka Maru 13-05,22-May-13,4:05,surf,1,36.500,141.001,13.95,33.818, 2.0 , 0.1 , 1.0 ,0.2, 1.86 , 0.14 , 0.45 , 0.11 ,"Ken Buesseler, unpub."
N03,Umitaka Maru 13-05,22-May-13,4:30,25,25.3,36.500,141.001,11.80755,34.14725, 2.4 , 0.1 , 0.7 , 0.1 , 2.29 , 0.08 , 0.33 , 0.05 ,"Ken Buesseler, unpub."
N03,Umitaka Maru 13-05,22-May-13,4:30,55,54.2,36.500,141.001,9.2055,33.92575, 2.0 , 0.2 , 0.3 ,0.2, 1.85 , 0.15 , 0.12 , 0.09 ,"Ken Buesseler, unpub."
N03,Umitaka Maru 13-05,22-May-13,4:30,150,152.12,36.500,141.001,7.80605,33.7969, 2.0 , 0.2 , bd ,, 1.93 , 0.14 , bd ,,"Ken Buesseler, unpub."
N03,Umitaka Maru 13-05,22-May-13,4:30,300,296.05,36.500,141.001,6.9754,33.74135, 2.1 , 0.2 , 0.8 ,0.3, 1.98 , 0.15 , 0.36 , 0.14 ,"Ken Buesseler, unpub."
UCSB-1,,22-Mar-11,15:00,1,1,34.390,119.840,,, 7.3 , 0.5 , 7.4 , 0.7 , 7.17 , 0.52 , 5.96 , 0.56 ,"Ken Buesseler, unpub."
UCSB-2,,30-Mar-11,9:00,1,1,34.23,120.04,,, 3.1 , 0.3 , 1.1 , 0.3 , 3.09 , 0.25 , 0.89 , 0.27 ,"Ken Buesseler, unpub."
UCSB-3,,06-Apr-11,9:00,1,1,34.23,120.04,,, 4.1 , 0.3 , 1.3 , 0.2 , 4.00 , 0.27 , 1.06 , 0.20 ,"Ken Buesseler, unpub."
UCSB-4,,13-Apr-11,8:20,1,1,34.19,119.93,,, 3.2 , 0.1 , 1.3 , 0.2 , 3.12 , 0.15 , 1.01 , 0.15 ,"Ken Buesseler, unpub."
UCSB-5,,20-Apr-11,8:30,1,1,34.23,120.04,,, 2.4 , 0.1 , 1.4 , 0.3 , 2.39 , 0.14 , 1.12 , 0.22 ,"Ken Buesseler, unpub."
UCSB-7,,04-May-11,9:00,1,1,34.23,120.04,,, 2.0 , 0.1 , bd ,, 1.95 , 0.13 ,bd,,"Ken Buesseler, unpub."
UCSB-8,,12-May-11,11:20,1,1,34.25,118.91,,, 1.8 , 0.1 , bd ,, 1.80 , 0.13 ,bd,,"Ken Buesseler, unpub."
UCSB-9,,18-May-11,9:00,1,1,34.23,120.04,,, 1.8 , 0.2 , bd ,, 1.72 , 0.15 ,bd,,"Ken Buesseler, unpub."
BATS,,,,,,,,,,,,,,,,,,
BIOS-A,,18-May-12,,1,1,31.556,-64.167,,, 1.2 , 0.2 , bd ,, 1.16 , 0.19 ,bd,,"Ken Buesseler, unpub."
BIOS-B,,18-May-12,,1,1,31.556,-64.167,,, 1.1 , 0.1 , bd ,, 1.08 , 0.13 ,bd,,"Ken Buesseler, unpub."
BATS 1,,01-Jun-12,,1,1,31.556,-64.167,,, 1.6 , 0.1 , bd ,, 1.58 , 0.11 ,bd,,"Ken Buesseler, unpub."
BATS 2,,01-Jun-12,,1,1,31.556,-64.167,,, 1.4 , 0.1 , bd ,, 1.42 , 0.11 ,bd,,"Ken Buesseler, unpub."
R/V Mirai 11-03 and 11-05,,,,,,,,,,,,,,,,,,
MR11-03 K2,Mirai MR11-03,20-Apr-11,,10,10,47.00,160.00,,, 7.6 , 0.3 , 6.9 , 0.3 , 7.55 , 0.30 , 5.87 , 0.29 ,"Ken Buesseler, unpub."
MR11-03 JKEO,Mirai MR11-03,26-Apr-11,,1,1,38.08,146.42,,, 7.9 , 0.5 , 5.8 , 0.6 , 7.82 , 0.50 , 4.94 , 0.49 ,"Ken Buesseler, unpub."
MR11-03 JKEO,Mirai MR11-03,26-Apr-11,,1,1,38.08,146.42,,, 9.5 , 0.6 , 8.0 , 0.8 , 9.14 , 0.58 , 4.52 , 0.44 ,"Ken Buesseler, unpub."
MR11-03 S1,Mirai MR11-03,28-Apr-11,,10,10,30.00,145.00,,, 3.2 , 0.3 , 1.3 , 0.4 , 3.12 , 0.34 , 1.07 , 0.32 ,"Ken Buesseler, unpub."
MR11-05 K2,Mirai MR11-05,07-Jul-11,,1,1,47.00,160.00,,, 10.1 , 0.6 , 8.4 , 0.7 , 10.04 , 0.64 , 7.24 , 0.61 ,"Ken Buesseler, unpub."
MR11-05 KNOT,Mirai MR11-05,09-Jul-11,,1,1,44.00,155.00,,, 58.9 , 2.6 , 56.7 , 2.8 , 58.29 , 2.60 , 48.64 , 2.38 ,"Ken Buesseler, unpub."
MR11-05 JKEO,Mirai MR11-05,11-Jul-11,,5,5,38.08,146.42,,, 519.6 , 10.6 , 519.8 , 7.6 , 514.11 , 10.45 , 444.62 , 6.54 ,"Ken Buesseler, unpub."
MR11-05 F1 ,Mirai MR11-05,13-Jul-11,,1,1,36.48,141.50,,, 132.0 , 2.9 , 126.3 , 2.2 , 130.66 , 2.82 , 108.39 , 1.85 ,"Ken Buesseler, unpub."
MR11-05 D2,Mirai MR11-05,19-Jul-11,,1,1,37.33,141.47,,, 143.5 , 3.5 , 139.4 , 3.0 , 142.00 , 3.47 , 119.55 , 2.59 ,"Ken Buesseler, unpub."
MR11-05 S1,Mirai MR11-05,29-Jul-11,,1,1,30.00,145.00,,, 2.8 , 0.3 , 1.9 , 0.5 , 2.80 , 0.32 , 1.66 , 0.46 ,"Ken Buesseler, unpub."
MR11-05 KEO,Mirai MR11-05,31-Jul-11,,5,5,32.32,144.53,,, 3.3 , 0.6 , 1.4 , 0.9 , 3.22 , 0.58 , 1.22 , 0.77 ,"Ken Buesseler, unpub."
WHOI  ,,,,,,,,,,,,,,,,,,
WHOI DOCK,,28-Apr-11,,1,1,41.525,-70.671,,, 1.4 , 0.2 , bd ,, 1.40 , 0.17 ,bd,,"Ken Buesseler, unpub."
WHOI DOCK,,05-May-11,,1,1,41.525,-70.671,,, 1.9 , 0.2 , bd ,, 1.91 , 0.17 ,bd,,"Ken Buesseler, unpub."
WHOI DOCK,,05-May-11,,1,1,41.525,-70.671,,, 1.8 , 0.1 , bd ,, 1.76 , 0.10 ,bd,,"Ken Buesseler, unpub."
R/V Tensei Maru,,,,,,,,,,,,,,,,,,
transect,Tensei Maru KT-12-10,11-May-12,,1,1,38.042,141.283,11.50,30.87, 9.0 , 0.6 , 8.9 , 0.8 , 8.81 , 0.63 , 6.03 , 0.57 ,"Ken Buesseler, unpub."
transect,Tensei Maru KT-12-10,11-May-12,,1,1,37.250,141.375,10.80,32.83, 10.2 , 0.5 , 8.1 , 0.7 , 9.96 , 0.50 , 5.43 , 0.45 ,"Ken Buesseler, unpub."
P5,Tensei Maru KT-12-10,11-May-12,,1,1,37.500,141.498,14.60,34.24, 4.3 , 0.3 , 2.5 , 0.4 , 4.22 , 0.30 , 1.65 , 0.27 ,"Ken Buesseler, unpub."
P5,Tensei Maru KT-12-10,11-May-12,,20,20,37.500,141.498,14.45,34.36, 4.4 , 0.5 , 3.0 , 0.7 , 4.25 , 0.49 , 1.99 , 0.48 ,"Ken Buesseler, unpub."
P5,Tensei Maru KT-12-10,11-May-12,,50,50,37.500,141.498,6.94,33.57, 9.8 , 0.6 , 7.9 , 0.7 , 9.53 , 0.55 , 5.33 , 0.46 ,"Ken Buesseler, unpub."
P5,Tensei Maru KT-12-10,11-May-12,,100,100,37.500,141.498,5.79,33.52, 6.8 , 0.5 , 5.8 , 0.6 , 6.59 , 0.46 , 3.90 , 0.43 ,"Ken Buesseler, unpub."
P5,Tensei Maru KT-12-10,11-May-12,,130,130,37.500,141.498,5.96,33.61, 3.3 , 0.4 , 1.2 , 0.6 , 3.18 , 0.40 , 0.82 , 0.40 ,"Ken Buesseler, unpub."
transect,Tensei Maru KT-12-10,12-May-12,,1,1,37.167,141.433,14.80,34.26, 3.7 , 0.5 , 2.3 , 0.6 , 3.58 , 0.45 , 1.54 , 0.43 ,"Ken Buesseler, unpub."
P7,Tensei Maru KT-12-10,12-May-12,,1,1,36.676,141.463,15.20,34.32, 3.1 , 0.3 , 1.8 , 0.5 , 3.03 , 0.33 , 1.19 , 0.31 ,"Ken Buesseler, unpub."
P7,Tensei Maru KT-12-10,12-May-12,,20,20,36.676,141.463,14.96,34.44, 3.0 , 0.4 , 1.8 , 0.6 , 2.93 , 0.39 , 1.21 , 0.42 ,"Ken Buesseler, unpub."
P7,Tensei Maru KT-12-10,12-May-12,,50,50,36.676,141.463,13.32,34.42, 3.9 , 0.4 , 2.5 , 0.5 , 3.80 , 0.36 , 1.66 , 0.32 ,"Ken Buesseler, unpub."
P7,Tensei Maru KT-12-10,12-May-12,,100,100,36.676,141.463,10.98,34.26, 8.5 , 0.6 , 6.9 , 0.8 , 8.27 , 0.58 , 4.63 , 0.56 ,"Ken Buesseler, unpub."
P7,Tensei Maru KT-12-10,12-May-12,,200,200,36.676,141.463,6.85,33.86, 4.5 , 0.4 , 3.7 , 0.5 , 4.39 , 0.38 , 2.52 , 0.37 ,"Ken Buesseler, unpub."
P7,Tensei Maru KT-12-10,12-May-12,,400,400,36.676,141.463,4.39,33.83, 1.0 , 0.3 , bd ,, 0.97 , 0.30 ,bd,,"Ken Buesseler, unpub."
P7,Tensei Maru KT-12-10,12-May-12,,600,600,36.676,141.463,3.81,34.15, 0.8 , 0.2 , bd ,, 0.78 , 0.22 ,bd,,"Ken Buesseler, unpub."
P4,Tensei Maru KT-12-10,14-May-12,,1,1,37.501,142.003,13.90,34.13, 6.2 , 0.5 , 5.1 , 0.6 , 6.00 , 0.46 , 3.39 , 0.41 ,"Ken Buesseler, unpub."
P4,Tensei Maru KT-12-10,14-May-12,,20,20,37.501,142.003,13.05,34.31, 5.4 , 0.4 , 4.0 , 0.5 , 5.27 , 0.40 , 2.67 , 0.36 ,"Ken Buesseler, unpub."
P4,Tensei Maru KT-12-10,14-May-12,,50,50,37.501,142.003,12.35,34.29, 5.7 , 0.5 , 4.6 , 0.7 , 5.54 , 0.48 , 3.11 , 0.46 ,"Ken Buesseler, unpub."
P4,Tensei Maru KT-12-10,14-May-12,,100,100,37.501,142.003,8.72,34.05, 5.4 , 0.4 , 3.7 , 0.5 , 5.28 , 0.41 , 2.51 , 0.35 ,"Ken Buesseler, unpub."
P4,Tensei Maru KT-12-10,14-May-12,,200,200,37.501,142.003,5.59,33.72, 4.6 , 0.5 , 3.4 , 0.6 , 4.48 , 0.44 , 2.29 , 0.41 ,"Ken Buesseler, unpub."
P4,Tensei Maru KT-12-10,14-May-12,,400,400,37.501,142.003,4.00,33.88, 1.0 , 0.2 , bd ,, 0.97 , 0.17 ,bd,,"Ken Buesseler, unpub."
P4,Tensei Maru KT-12-10,14-May-12,,520,520,37.501,142.003,3.86,34.07, 1.1 , 0.2 , bd ,, 1.03 , 0.23 ,bd,,"Ken Buesseler, unpub."
B9,Tensei Maru KT-12-10,13-May-12,,1,1,38.276,143.508,14.60,34.32, 4.4 , 0.5 , 2.3 , 0.7 , 4.31 , 0.49 , 1.54 , 0.45 ,"Ken Buesseler, unpub."
I2,Tensei Maru KT-12-10,13-May-12,,1,1,38.132,144.753,14.50,34.15, 4.7 , 0.4 , 4.2 , 0.6 , 4.56 , 0.42 , 2.81 , 0.40 ,"Ken Buesseler, unpub."
I1,Tensei Maru KT-12-10,14-May-12,,1,1,38.163,144.461,15.00,34.25, 3.7 , 0.4 , 2.4 , 0.5 , 3.64 , 0.36 , 1.59 , 0.32 ,"Ken Buesseler, unpub."
B20M,Tensei Maru KT-12-10,14-May-12,,1,1,38.313,144.620,14.50,34.18, 5.7 , 0.5 , 3.6 , 0.8 , 5.55 , 0.52 , 2.41 , 0.50 ,"Ken Buesseler, unpub."
transect,Tensei Maru KT-12-10,14-May-12,,1,1,38.282,143.110,15.30,34.18, 3.0 , 0.4 , 1.6 , 0.6 , 2.94 , 0.40 , 1.09 , 0.37 ,"Ken Buesseler, unpub."
OBEM,Tensei Maru KT-12-10,14-May-12,,1,1,38.295,143.618,12.40,33.83, 7.3 , 0.5 , 5.4 , 0.6 , 7.12 , 0.44 , 3.62 , 0.38 ,"Ken Buesseler, unpub."
transect,Tensei Maru KT-12-10,16-May-12,,1,1,37.588,141.425,12.80,33.26, 7.7 , 0.6 , 5.3 , 0.8 , 7.53 , 0.60 , 3.55 , 0.52 ,"Ken Buesseler, unpub."
transect,Tensei Maru KT-12-10,16-May-12,,1,1,37.287,141.443,14.60,33.99, 4.8 , 0.4 , 3.6 , 0.5 , 4.67 , 0.34 , 2.41 , 0.35 ,"Ken Buesseler, unpub."
P6,Tensei Maru KT-12-10,16-May-12,,1,1,37.000,141.496,16.04,34.14, 4.3 , 0.3 , 2.6 , 0.4 , 4.15 , 0.27 , 1.74 , 0.24 ,"Ken Buesseler, unpub."
P6,Tensei Maru KT-12-10,16-May-12,,20,20,37.000,141.496,13.66,34.31, 4.8 , 0.5 , 3.1 , 0.7 , 4.71 , 0.48 , 2.08 , 0.45 ,"Ken Buesseler, unpub."
P6,Tensei Maru KT-12-10,16-May-12,,50,50,37.000,141.496,13.15,34.37, 4.4 , 0.4 , 3.3 , 0.5 , 4.24 , 0.37 , 2.21 , 0.33 ,"Ken Buesseler, unpub."
P6,Tensei Maru KT-12-10,16-May-12,,100,100,37.000,141.496,9.95,34.17, 8.9 , 0.5 , 7.8 , 0.7 , 8.62 , 0.51 , 5.16 , 0.45 ,"Ken Buesseler, unpub."
P6,Tensei Maru KT-12-10,16-May-12,,150,150,37.000,141.496,8.10,33.94, 8.9 , 0.6 , 7.9 , 0.8 , 8.69 , 0.58 , 5.21 , 0.53 ,"Ken Buesseler, unpub."
P6,Tensei Maru KT-12-10,16-May-12,,200,200,37.000,141.496,6.06,33.68, 5.2 , 0.5 , 3.2 , 0.7 , 5.09 , 0.46 , 2.12 , 0.44 ,"Ken Buesseler, unpub."
P6,Tensei Maru KT-12-10,16-May-12,,290,290,37.000,141.496,5.72,33.65, 4.9 , 0.4 , 3.6 , 0.5 , 4.80 , 0.38 , 2.38 , 0.33 ,"Ken Buesseler, unpub."
P9,Tensei Maru KT-12-10,16-May-12,,1,1,36.501,141.667,16.70,33.85, 7.3 , 0.6 , 6.3 , 0.8 , 7.10 , 0.54 , 4.19 , 0.50 ,"Ken Buesseler, unpub."
